,0,1,2,3,4,5,6,7,8,9,10
0,0,0.09650904628180546,0.022812433837528984,0.08889753269958597,0.06987228837924188,0.0027099688562799438,0.014155960259334771,0.05330984602606755,0.05239749030992438,0.0170198805776459,0.013595484817419907
1,0.03286421022343657,0.04854744824903346,0.024050694284860535,0.1449621631938646,0.07176161994129177,0.016851382204726616,0.02564557151319205,0.09171163482112321,0.012333819274921817,0.009231260774208525,0.006801060252359473
2,0.0023587090808737665,0.008966947296174485,0.03136943116594863,0.023735766906193417,0.014029840225429163,0.007807504912545565,0.005451122056464048,0.014138605961705342,0.003967438214992943,0.0030428811305587607,0.004060335510302137
3,0.006819615349040785,0.003649600726878126,0.002436002529174369,0.0015828096733838137,0.002287024126077658,0.0669356904045168,0.0009476955273945414,0.0001827802788674419,0.0007550214376076821,0.0007019782035492597,0.0006805730284377169
4,0.0010786077925379967,0.00018208536238286782,0.0009407765932586724,0.0016860303911830272,0.01830333519222925,0.017265017672514614,0.0010825098244089618,0.0008455096324756352,0.00016173991693567316,0.0006573668892562801,0.0005762239590242363
5,4.604625706486543e-05,0.00038684577168231725,0.00020099781294819483,0.0011535839325009425,0.0008931077812952225,0.0007748577952025602,0.000562969458149908,0.000979359722410357,0.0002632458985685122,9.15113475775979e-05,0.00027527920321578515
6,4.4420625470975995e-05,0.00016419298872740005,0.00011245493991050871,0.000672870803261822,0.0009123320408002391,0.0005058785634014752,0.0006188085708471471,0.0018730949481836354,0.0008353713666211674,0.00021165418240082549,0.00018151131988907365
7,7.740837728916622e-06,0.001508271395529203,0.00041196033126112536,0.0002951568850784051,2.5665772973206837e-05,0.00011624129971983576,0.0005265275835199855,3.0286864347781745e-05,0.00037298118755099176,5.411670722793756e-05,0.00013025248219072693
8,0.0007910078382606239,9.313510306688461e-05,4.796299700171201e-05,1.211391396495874e-05,0.00043302416831511007,2.4750027106966443e-05,6.907199347497538e-05,3.2476498490804304e-05,3.704477149785119e-05,1.0012425897355792e-05,0.008369392341618454
9,1.0084710091542472e-06,0.002865740063914897,5.5259713194069984e-06,5.721620278011878e-06,5.8157351797731224e-06,2.086570950619266e-05,6.058483047658488e-06,3.682586497394787e-05,6.951871299861438e-06,5.4003677454235455e-06,6.353665241740845e-05
10,1.4543119681445851e-06,0.00835147267868036,2.725998669038821e-06,3.1210504062306483e-06,2.775219905520876e-06,2.270286094509591e-06,1.7750557967932679e-15,3.5491358116312988e-15,,,
