,0,1,2,3,4,5,6,7,8,9
0,0,0.14862353419337637,0.1605151725319796,0.6824298017323878,0.10240492986284261,0.18618482976838682,0.1317078985730195,0.0716279245022805,0.049107715237996175,0.02379513504675787
1,0.03510168398003427,0.05380875445497998,0.08448735273195497,0.23328633771435242,0.13526140401145614,0.1705386638170774,0.10403078437652528,0.053650415702201054,0.039863880125199494,0.04730929916820108
2,0.018397372802043316,0.07791981863293357,0.13358217230951164,0.08645122957304256,0.03975327752357122,0.07001386771272179,0.05115597225086744,0.11873138194727394,0.08413671040558521,0.07230142317973495
3,0.04178195001926917,0.11544556507595352,0.008828090146315325,0.02810070285364151,0.04016663450460253,0.0258802765590648,0.08641845285963766,0.04311774657082573,0.0320704229192228,0.020500431454615435
4,0.0018838380031219633,0.015424180863091951,0.002865900060677244,0.4539321185738971,0.013474699688233406,0.019953108480424794,0.015341972607959914,0.024110840398350007,0.008456763685046779,0.0323149074571698
5,0.0074210476398509076,0.006052044435016026,0.01284265598829739,0.012669155160727346,0.00925659956737087,0.007901553359370834,0.005032780855234811,0.022850693019661025,0.02384887042643255,0.0015885626874561146
6,8.687069840781006e-05,0.006556551980215635,0.001301882144336769,0.022535580001720738,0.0012130196367750243,0.0029371694852072527,0.0007308987015389422,0.02956455817317556,0.00027723074395035255,0.0033291893141256385
7,0.0001821108917815402,0.0002892503996659579,0.026024238022401017,0.0001096070014585393,0.00016675594474136954,0.0009599126648196401,0.00012811034389128423,0.00015940769260982222,0.00011334081537670189,7.745135204281686e-05
8,2.9416302774667308e-05,4.654091775209163e-05,2.0780104316266753e-05,1.766815860282378e-15,8.821068875342064e-16,,,,,
9,,,,,,,,,,
